symbol,name,priceIntraday,change,percentChange,volume,avgVol3month,market,cap,pERatioTTM
EAT,"Brinker International, Inc.",39.04,+0.58,+1.51%,"446,082",1.021M,1.464B,9.86,
ARCO,Arcos Dorados Holdings Inc.,7.12,-0.08,-1.11%,"23,766","468,674",1.453B,25.34,
BATRA,The Liberty Braves Group,28.22,-0.01,-0.04%,"2,532","33,014",1.444B,N/A,
BATRK,The Liberty Braves Group,28.21,-0.02,-0.07%,"11,818","83,060",1.441B,N/A,
RUSHB,"Rush Enterprises, Inc.",39.48,+0.01,+0.03%,279,"10,363",1.401B,9.14,
RUSHA,"Rush Enterprises, Inc.",37.49,+0.21,+0.56%,"6,818","196,896",1.376B,8.68,
PZZA,"Papa John's International, Inc.",42.85,+0.06,+0.14%,"126,354","847,773",1.362B,N/A,
BLMN,"Bloomin' Brands, Inc.",15.32,-0.19,-1.23%,"244,563",2.045M,1.33B,13.03,
DIN,"Dine Brands Global, Inc.",76.90,+0.16,+0.21%,"36,252","350,858",1.321B,13.59,
SNBR,Sleep Number Corporation,44.98,+0.55,+1.24%,"50,255","511,430",1.319B,19.70,
MSGN,MSG Networks Inc.,17.47,+0.32,+1.87%,"47,950","509,269",1.308B,6.93,
IMAX,IMAX Corporation,21.26,+0.14,+0.69%,"30,612","392,366",1.342B,49.80,
AMWD,American Woodmark Corporation,77.11,+1.91,+2.54%,"24,647","132,412",1.301B,15.96,
PLCE,"The Children's Place, Inc.",80.62,+1.52,+1.92%,"208,634","621,558",1.278B,17.88,
DLPH,Delphi Technologies PLC,14.60,-0.05,-0.38%,"216,537",1.296M,1.271B,5.95,
THRM,Gentherm Incorporated,37.92,+0.35,+0.93%,"16,105","202,895",1.251B,56.26,
MLCO,Melco Resorts & Entertainment Limited,20.99,+0.95,+4.74%,"771,958",2.135M,1.231B,27.88,
TSE,Trinseo S.A.,30.23,+0.94,+3.21%,"39,179","352,049",1.234B,6.24,
CTB,Cooper Tire & Rubber Company,24.31,+0.11,+0.48%,"31,919","352,525",1.22B,17.83,
DBI,Designer Brands Inc.,15.17,+0.24,+1.61%,"175,627",1.547M,1.141B,N/A,
FLWS,"1-800-FLOWERS.COM, Inc.",18.78,+0.39,+2.12%,"47,195","331,433",1.208B,35.57,
MED,"Medifast, Inc.",101.45,-0.04,-0.04%,"35,500","266,387",1.201B,17.17,
AMC,"AMC Entertainment Holdings, Inc.",11.56,+0.41,+3.68%,"449,973",2.717M,1.201B,N/A,
SCHL,Scholastic Corporation,34.37,+0.69,+2.05%,"7,734","165,926",1.197B,79.93,
SAH,"Sonic Automotive, Inc.",27.52,+0.54,+2.00%,"38,383","293,934",1.187B,11.21,
GHG,GreenTree Hospitality Group Ltd.,11.63,+0.66,+6.02%,"15,482","50,711",1.185B,22.37,
OXM,"Oxford Industries, Inc.",67.69,+1.64,+2.48%,"11,713","210,019",1.152B,16.92,
GCI,"Gannett Co., Inc.",9.98,+0.13,+1.32%,"152,208",2.029M,1.144B,82.48,
FNKO,"Funko, Inc.",22.98,+0.76,+3.42%,"207,788","747,350",1.127B,40.82,
MCS,The Marcus Corporation,35.60,+0.59,+1.67%,"21,210","196,534",1.101B,23.73,
WGO,"Winnebago Industries, Inc.",34.59,+1.06,+3.15%,"90,720","429,793",1.094B,10.00,
GES,"Guess', Inc.",14.74,+0.60,+4.24%,"226,395",2.076M,1.056B,92.12,
GIII,"G-III Apparel Group, Ltd.",21.47,+0.31,+1.47%,"86,581","890,409",1.051B,7.69,
JMIA,Jumia Technologies AG,13.52,+0.45,+3.44%,"229,947","910,744",1.06B,N/A,
ANF,Abercrombie & Fitch Co.,15.80,+0.16,+1.06%,"391,598",3.303M,1.038B,11.10,
SMP,"Standard Motor Products, Inc.",45.89,+1.04,+2.32%,"28,875","85,988",1.024B,20.75,
HUD,Hudson Ltd.,11.08,-0.17,-1.51%,"66,467","209,353",1.024B,40.29,
PLYA,Playa Hotels & Resorts N.V.,7.74,+0.09,+1.18%,"7,095","457,993",1.009B,24.49,
MHO,"M/I Homes, Inc.",36.33,+0.97,+2.76%,"42,951","237,784",1.003B,9.37,
SSP,The E.W. Scripps Company,12.29,+0.43,+3.63%,"78,422","383,952",992.862M,25.50,
PLOW,"Douglas Dynamics, Inc.",43.37,0.00,0.00%,"3,946","70,326",988.636M,20.27,
BBBY,Bed Bath & Beyond Inc.,7.67,+0.19,+2.54%,1.618M,6.302M,980.027M,N/A,
PATK,"Patrick Industries, Inc.",39.83,+1.11,+2.87%,"84,375","154,741",949.93M,9.10,
TRWH,"Twin River Worldwide Holdings, Inc.",21.59,+0.13,+0.61%,"16,714","485,055",887.068M,10.59,
BKE,"The Buckle, Inc.",17.96,+0.29,+1.64%,"30,731","611,847",884.169M,9.46,
MIK,"The Michaels Companies, Inc.",5.50,+0.32,+6.18%,"504,523",2.844M,869.935M,2.75,
GTX,Garrett Motion Inc.,11.54,+0.09,+0.79%,"112,030","824,495",861.129M,0.78,
BOOT,"Boot Barn Holdings, Inc.",30.08,+0.09,+0.30%,"72,121","856,615",856.573M,20.90,
CCS,"Century Communities, Inc.",27.96,+0.70,+2.57%,"14,856","322,788",851.06M,11.29,
IHRT,"iHeartMedia, Inc.",13.21,-0.04,-0.30%,"114,114","208,908",840.75M,0.11,
SRI,"Stoneridge, Inc.",30.99,+0.39,+1.27%,"7,100","238,636",848.546M,12.04,
BITA,Bitauto Holdings Limited,11.85,+0.26,+2.24%,"208,912","665,046",831.474M,N/A,
MCRI,"Monarch Casino & Resort, Inc.",45.58,+0.31,+0.70%,"7,249","44,192",822.832M,24.64,
AXL,"American Axle & Manufacturing Holdings, Inc.",7.24,+0.01,+0.14%,"358,510",1.896M,814.326M,N/A,
TRK,"Speedway Motorsports, Inc.",19.76,+0.01,+0.05%,"8,916","96,831",807.273M,21.27,
SYX,Systemax Inc.,20.98,+0.30,+1.43%,835,"63,453",785.125M,3.67,
TEN,Tenneco Inc.,9.45,0.00,0.00%,"167,195",1.439M,764.699M,N/A,
CWH,"Camping World Holdings, Inc.",8.55,+0.26,+3.14%,"208,945","813,047",753.059M,N/A,
BJRI,"BJ's Restaurants, Inc.",36.27,+0.42,+1.17%,"113,163","570,925",742.128M,17.00,
REVG,"REV Group, Inc.",11.74,+0.27,+2.35%,"32,340","191,652",732.545M,N/A,
BXG,Bluegreen Vacations Corporation,9.75,+0.06,+0.62%,"7,591","154,990",725.848M,16.44,
RGS,Regis Corporation,18.30,+0.61,+3.45%,"43,849","228,125",719.675M,N/A,
DESP,"Despegar.com, Corp.",10.40,-0.17,-1.61%,"114,553","551,439",720.051M,N/A,
QUOT,Quotient Technology Inc.,7.97,+0.16,+1.98%,"44,821","682,412",706.452M,N/A,
TUP,Tupperware Brands Corporation,14.01,+0.36,+2.64%,"73,604","760,561",682.801M,5.18,
WLH,William Lyon Homes,17.97,+0.28,+1.61%,"60,636","386,825",679.7M,8.82,
CAL,"Caleres, Inc.",15.81,+0.45,+2.90%,"56,040","930,177",667.353M,N/A,
EVRI,Everi Holdings Inc.,9.28,+0.24,+2.71%,"133,396","777,993",670.86M,38.53,
TILE,"Interface, Inc.",11.17,+0.19,+1.73%,"48,408","359,766",660.517M,13.14,
SIG,Signet Jewelers Limited,12.32,+0.43,+3.62%,"374,860",1.912M,642.994M,N/A,
CONN,"Conn's, Inc.",20.00,+0.53,+2.72%,"58,488","441,390",638.438M,8.03,
TOWR,"Tower International, Inc.",30.86,0.00,0.00%,"146,295","369,968",638.509M,66.22,
ZUMZ,Zumiez Inc.,24.05,+0.46,+1.95%,"30,653","401,458",619.069M,12.60,
CARS,Cars.com Inc.,9.13,+0.13,+1.44%,"119,957",1.54M,608.714M,61.69,
CRMT,"America's Car-Mart, Inc.",90.32,-1.68,-1.83%,"49,501","119,733",603.672M,12.19,
RUTH,"Ruth's Hospitality Group, Inc.",19.75,+0.05,+0.25%,"30,370","182,695",601.976M,14.21,
JOUT,Johnson Outdoors Inc.,58.07,+0.17,+0.29%,"9,131","55,346",583.609M,13.72,
CPS,Cooper-Standard Holdings Inc.,34.51,+1.03,+3.08%,"21,699","199,207",583.278M,4.08,
MYE,"Myers Industries, Inc.",15.83,+0.24,+1.54%,"16,053","122,468",561.864M,N/A,
GCO,Genesco Inc.,33.74,+0.27,+0.82%,"69,120","317,873",557.953M,N/A,
NCMI,"National CineMedia, Inc.",6.88,+0.19,+2.84%,"28,973","325,863",543.298M,18.20,
MOV,"Movado Group, Inc.",23.49,+0.63,+2.76%,"15,661","192,514",541.435M,9.66,
MOD,Modine Manufacturing Company,10.02,-0.08,-0.79%,"38,677","254,995",508.484M,7.26,
MPX,Marine Products Corporation,14.85,+0.21,+1.42%,"1,772","26,501",505.51M,17.74,
NEWM,New Media Investment Group Inc.,8.33,+0.21,+2.59%,"357,851",1.303M,503.811M,640.77,
FOSL,"Fossil Group, Inc.",9.68,+0.26,+2.76%,"216,061",1.153M,488.566M,14.56,
ETH,Ethan Allen Interiors Inc.,18.34,+0.50,+2.80%,"30,931","277,485",487.604M,19.10,
WBAI,500.com Limited,9.85,+0.39,+4.12%,"11,705","59,868",423.307M,N/A,
CHUY,"Chuy's Holdings, Inc.",25.07,-0.16,-0.63%,"51,223","153,785",416.322M,79.34,
RRGB,"Red Robin Gourmet Burgers, Inc.",31.83,+0.22,+0.70%,"63,068","488,280",412.711M,N/A,
CSV,"Carriage Services, Inc.",22.54,+0.05,+0.22%,"7,805","80,090",401.487M,38.27,
HVT,"Haverty Furniture Companies, Inc.",19.52,+0.48,+2.52%,"11,846","143,693",385.744M,14.83,
AGS,"PlayAGS, Inc.",10.70,+0.24,+2.34%,"98,202","536,088",379.394M,N/A,
MLR,"Miller Industries, Inc.",32.57,+0.48,+1.50%,"3,975","42,263",371.301M,10.41,
UFI,"Unifi, Inc.",20.10,+0.41,+2.08%,"7,209","82,179",370.312M,30.55,
BZH,"Beazer Homes USA, Inc.",11.82,+0.38,+3.32%,"97,361","519,415",365.886M,N/A,
LOCO,"El Pollo Loco Holdings, Inc.",9.95,-0.03,-0.30%,"31,198","406,422",366.534M,N/A,
SCVL,"Shoe Carnival, Inc.",24.78,+0.59,+2.44%,"32,113","391,304",364.036M,9.81,
HVT-A,"Haverty Furniture Companies, Inc.",19.06,0.00,0.00%,0,58,363.019M,14.48,
LDL,"Lydall, Inc.",20.34,+0.34,+1.72%,"4,267","105,501",356.741M,33.80,
HOME,At Home Group Inc.,5.47,+0.32,+6.12%,1.084M,4.065M,349.985M,8.16,
VRA,"Vera Bradley, Inc.",10.23,+0.14,+1.39%,"25,937","324,092",350.009M,18.11,
DS,Drive Shack Inc.,5.09,+0.07,+1.39%,"88,534","198,011",341.198M,N/A,
CATO,The Cato Corporation,13.48,+0.24,+1.77%,"13,301","239,907",333.776M,11.78,
DLTH,Duluth Holdings Inc.,10.17,+0.13,+1.29%,"33,262","472,376",332.809M,20.10,
TAST,"Carrols Restaurant Group, Inc.",7.47,-0.11,-1.45%,"55,078","362,346",331.455M,N/A,
CLAR,Clarus Corporation,10.98,+0.29,+2.71%,"29,660","182,563",329.329M,31.64,
DS-PC,Drive Shack Inc.,25.00,0.00,0.00%,695,480,319.562M,N/A,
LEGH,Legacy Housing Corporation,12.72,-0.22,-1.70%,"5,531","42,046",314.475M,11.36,
HZO,"MarineMax, Inc.",14.59,+0.16,+1.11%,"38,021","280,584",315.916M,8.29,
DS-PB,Drive Shack Inc.,25.81,+0.04,+0.16%,460,"1,496",312.965M,N/A,
DS-PD,Drive Shack Inc.,24.61,+0.01,+0.05%,"1,718",648,311.339M,N/A,
BH,Biglari Holdings Inc.,94.66,-1.60,-1.66%,"5,280","12,577",299.885M,0.54,
BH-A,Biglari Holdings Inc.,500.00,+0.02,+0.00%,10,620,298.054M,2.86,
MPAA,"Motorcar Parts of America, Inc.",15.64,+0.02,+0.13%,"27,938","161,193",295.446M,N/A,
FRGI,"Fiesta Restaurant Group, Inc.",10.50,+0.06,+0.57%,"50,060","270,544",288.514M,N/A,
NATH,"Nathan's Famous, Inc.",66.54,+1.55,+2.38%,639,"6,963",281.237M,13.07,
HIBB,"Hibbett Sports, Inc.",15.18,+0.03,+0.20%,"138,088","821,177",271.417M,8.15,
DFRG,"Del Frisco's Restaurant Group, Inc.",7.97,-0.01,-0.06%,"20,500",1.476M,267.183M,N/A,
NDLS,Noodles & Company,5.89,-0.14,-2.32%,"187,835","465,992",258.848M,N/A,
LL,"Lumber Liquidators Holdings, Inc.",8.35,+0.26,+3.21%,"240,893",1.355M,239.654M,N/A,
TLYS,"Tilly's, Inc.",8.12,+0.02,+0.25%,"52,298","360,961",239.722M,9.93,
WEYS,"Weyco Group, Inc.",23.84,+0.10,+0.42%,225,"14,304",238.363M,11.44,
LQDT,"Liquidity Services, Inc.",6.88,+0.21,+3.15%,"2,643","93,030",231.52M,N/A,
HOFT,Hooker Furniture Corporation,19.44,+0.43,+2.26%,"6,921","115,417",229.726M,6.61,
CVGI,"Commercial Vehicle Group, Inc.",7.20,-0.06,-0.83%,"18,309","284,449",225.559M,5.51,
RCKY,"Rocky Brands, Inc.",29.02,+0.49,+1.74%,"2,271","32,633",214.606M,14.02,
CTRN,"Citi Trends, Inc.",15.50,+0.20,+1.31%,"9,336","103,269",187.282M,10.95,
CULP,"Culp, Inc.",15.01,-0.10,-0.63%,"7,572","21,752",185.93M,33.34,
JAX,"J. Alexander's Holdings, Inc.",11.41,+0.02,+0.18%,"29,784","33,509",167.819M,26.53,
ZAGG,ZAGG Inc,5.69,-0.10,-1.73%,"64,123","698,400",165.391M,9.06,
LCUT,"Lifetime Brands, Inc.",7.80,+0.21,+2.77%,"7,069","24,582",165.791M,N/A,
VSI,"Vitamin Shoppe, Inc.",6.44,+0.01,+0.16%,"88,587","730,187",154.519M,42.09,
VNCE,Vince Holding Corp.,11.78,+0.43,+3.82%,"1,632","21,355",137.447M,N/A,
RLH,Red Lion Hotels Corporation,5.51,-0.03,-0.63%,"16,377","120,128",136.094M,N/A,
BSET,"Bassett Furniture Industries, Incorporated",12.50,+0.54,+4.52%,"8,341","39,292",130.122M,22.32,
FLXS,"Flexsteel Industries, Inc.",15.62,+0.01,+0.03%,"3,423","20,960",123.347M,N/A,
TSQ,"Townsquare Media, Inc.",6.02,+0.01,+0.17%,"15,635","18,425",114.15M,N/A,
TA,TravelCenters of America Inc.,13.16,+0.08,+0.61%,"2,713","20,003",104.981M,N/A,
APRN,"Blue Apron Holdings, Inc.",7.20,-0.24,-3.29%,"78,936",1.098M,94.284M,N/A,
EMMS,Emmis Communications Corporation,5.09,+0.15,+3.04%,"1,355","49,825",66.863M,42.07,
ATV,"Acorn International, Inc.",16.55,-0.10,-0.60%,"1,114","2,906",42.715M,1.18,
HOV,"Hovnanian Enterprises, Inc.",5.87,+0.36,+6.53%,"27,444","190,736",34.863M,2.86,
DDT,Dillards Capital Trust I CAP SECS 7.5%,26.07,-0.02,-0.08%,"1,624","15,831",N/A,N/A,
